Latitud,Longitud,Calle,Colonia,Municipio,Estado,CP
227.579.261,-1.025.140.152,Calle Tierra y Libertad,No especificada,Guadalupe,Zacatecas,98613
22.761.406,-1.025.053.099,Calle Gavilán,No especificada,Guadalupe,Zacatecas,98615
227.704.808,-102.510.477,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
22.761.762,-1.025.055.923,Calle Cóndor,No especificada,Guadalupe,Zacatecas,98615
227.601.885,-1.025.098.582,Calle Río Tinto,No especificada,Guadalupe,Zacatecas,98613
227.593.434,-102.510.966,Calle Emiliano Zapata,No especificada,Guadalupe,Zacatecas,98613
227.582.742,-1.025.070.203,Calle Fernando Pámanes Escobedo,No especificada,Guadalupe,Zacatecas,98615
227.651.736,-1.025.109.951,Calle Insurgentes,No especificada,Guadalupe,Zacatecas,98615
227.617.747,-1.025.063.226,Calle Halcón,No especificada,Guadalupe,Zacatecas,98615
227.672.561,-1.025.009.954,Carretera a Saucedo de la Borda,No especificada,Guadalupe,Zacatecas,98615
227.734.629,-1.025.161.212,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.854.839,-102.499.387,Privada Cuarzo,No especificada,Guadalupe,Zacatecas,98615
227.798.645,-1.025.004.394,Calle Rafael Coronel,No especificada,Guadalupe,Zacatecas,98615
227.805.242,-1.024.981.747,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.832.422,-10.249.749,Avenida Tulipanes,No especificada,Guadalupe,Zacatecas,98615
227.878.319,-1.025.019.298,Calle no registrada,No especificada,No especificado,Zacatecas,98615
227.737.623,-1.025.066.891,Calle Suecia,No especificada,Guadalupe,Zacatecas,98615
227.734.838,-1.025.007.023,Calzada Siglo XXI,No especificada,Guadalupe,Zacatecas,98615
227.749.797,-1.025.047.259,Calle Suiza,No especificada,Guadalupe,Zacatecas,98615
227.716.929,-102.507.004,Avenida La Fe,No especificada,Guadalupe,Zacatecas,98615
227.778.212,-1.024.981.979,Calzada Siglo XXI,No especificada,Guadalupe,Zacatecas,98615
227.694.187,-1.025.155.043,Calle Trueno,No especificada,Guadalupe,Zacatecas,98615
227.746.403,-1.025.121.036,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.856.571,-1.024.970.673,Calle no registrada,No especificada,No especificado,Zacatecas,98615
227.856.951,-1.024.956.701,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
22.771.106,-1.025.026.431,Privada Tercera,No especificada,Guadalupe,Zacatecas,98615
227.825.795,-1.025.017.276,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.771.511,-1.025.055.603,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.805.204,-1.025.023.435,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.858.661,-102.499.034,Privada Cuarzo,No especificada,Guadalupe,Zacatecas,98615
227.707.996,-1.025.180.612,Calle Agua,No especificada,Guadalupe,Zacatecas,98615
227.722.062,-1.025.143.467,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.759.505,-1.025.005.874,Calzada Siglo XXI,No especificada,Guadalupe,Zacatecas,98615
227.655.907,-1.025.199.662,Calle 10 de Mayo,No especificada,Guadalupe,Zacatecas,98613
227.842.518,-1.024.962.183,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.723.024,-1.025.161.882,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.778.634,-1.025.027.457,Carretera a Saucedo de la Borda,No especificada,Guadalupe,Zacatecas,98615
227.700.281,-1.025.027.341,Privada Segunda,No especificada,Guadalupe,Zacatecas,98615
227.861.063,-1.024.997.486,Privada Amatista,No especificada,Guadalupe,Zacatecas,98615
227.735.012,-1.025.050.051,Colosio,No especificada,Guadalupe,Zacatecas,98615
227.735.742,-1.025.042.058,Calle Suiza,No especificada,Guadalupe,Zacatecas,98615
227.679.636,-1.025.209.688,Lomas Taurinas,No especificada,Guadalupe,Zacatecas,98613
227.669.162,-1.025.208.813,Calle 12 de Diciembre,No especificada,Guadalupe,Zacatecas,98613
227.736.166,-1.025.144.616,Calle Sierreña,No especificada,Guadalupe,Zacatecas,98615
227.766.894,-1.025.083.129,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.756.545,-1.025.147.606,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.814.701,-1.025.059.011,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
22.777.337,-1.025.008.196,Calle Clemente Velázquez,No especificada,Guadalupe,Zacatecas,98615
227.765.682,-1.025.061.977,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.793.017,-1.025.032.991,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
22.776.288,-1.025.070.721,Calzada Siglo XXI,No especificada,Guadalupe,Zacatecas,98615
227.729.013,-1.025.030.367,Calle Tanzania,No especificada,Guadalupe,Zacatecas,98615
227.741.139,-1.025.072.592,Calle Suecia,No especificada,Guadalupe,Zacatecas,98615
227.820.034,-1.024.985.084,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.728.162,-1.025.005.132,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.758.903,-1.025.089.586,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
22.777.142,-1.025.077.274,Inglaterra,No especificada,Guadalupe,Zacatecas,98615
227.755.337,-1.025.150.974,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.708.469,-1.025.006.849,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.728.023,-1.025.108.648,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.798.474,-1.024.801.273,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.821.849,-1.024.760.928,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.818.294,-1.024.818.877,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.792.509,-1.024.798.007,"Unnamed Road, Zacatecas",No especificada,Guadalupe,Zacatecas,98619
227.809.535,-1.024.808.558,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.797.026,-1.024.831.167,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.835.849,-1.024.783.206,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.799.843,-1.024.820.083,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.848.583,-1.024.796.832,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.808.754,-1.024.820.569,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.813.311,-1.024.783.943,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.847.571,-1.024.795.776,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.834.857,-1.024.774.301,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.790.529,-102.480.258,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.830.315,-102.477.333,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.805.932,-1.024.807.245,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.797.745,-1.024.807.615,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.804.079,-1.024.816.197,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.806.056,-1.024.823.427,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.791.243,-1.024.806.004,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.818.783,-1.024.827.776,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
22.781.418,-1.024.771.876,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.823.101,-1.024.814.193,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.829.107,-102.476.723,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.787.191,-1.024.810.253,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.829.347,-1.024.770.734,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.815.774,-102.477.583,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.844.978,-1.024.808.952,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.818.513,-1.024.820.617,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.823.099,-1.024.809.421,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.822.101,-1.024.803.623,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.797.517,-1.024.806.008,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.831.234,-1.024.809.324,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.843.784,-1.024.797.659,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.826.213,-1.024.815.769,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.787.039,-1.024.798.888,"Unnamed Road, Zacatecas",No especificada,Guadalupe,Zacatecas,98619
227.798.363,-1.024.819.028,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.822.956,-1.024.764.729,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.839.392,-1.024.788.695,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.809.618,-1.024.782.045,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.814.676,-1.024.759.496,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.813.786,-1.024.764.796,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.811.424,-1.024.776.873,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.814.781,-1.024.792.797,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.813.286,-1.024.790.159,"Unnamed Road, Zacatecas",No especificada,Guadalupe,Zacatecas,98619
227.835.039,-1.024.793.999,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.819.107,-1.024.763.084,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.815.887,-1.024.821.453,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
22.779.837,-1.024.764.315,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.826.819,-1.024.810.122,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
